city,idx,name,img,w,h,ratio,page
niamey,3,Musée national Boubou-Hama,images/landmarks/niamey-musee-national-boubou-hama.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Mus%C3%A9e_national_Boubou-Hama_2.jpg
nice,8,Hôtel Negresco,images/landmarks/nice-hotel-negresco.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Hotel_Negresco_fa%C3%A7ade.JPG
oaxaca,1,Templo de Santo Domingo de Guzmán,images/landmarks/oaxaca-templo-santo-domingo.webp,1200,1600,0.75,"https://commons.wikimedia.org/wiki/File:Templo_de_Santo_Domingo_de_Guzmán,_Oaxaca.jpg"
oaxaca,3,Museo de las Culturas de Oaxaca,images/landmarks/oaxaca-museo-de-las-culturas.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Imagen_de_Museo_de_las_Culturas_de_Oaxaca_31.jpg
odessa,5,Odessa Catacombs,images/landmarks/odessa-catacombs.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Odessa_Catacombs_02.jpg
olomouc,0,Holy Trinity Column,images/landmarks/olomouc-holy-trinity-column.webp,768,1024,0.75,https://commons.wikimedia.org/wiki/File:Holy_Trinity_Column.jpg
oran,7,Sidi El Houari Quarter,images/landmarks/oran-sidi-el-houari.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Photography_in_sidi_el_houari_02.jpg
osogbo,6,Mbari Mbayo Gallery,images/landmarks/osogbo-mbari-mbayo-gallery.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Front_view_of_Mbari_Mbayo_complex.jpg
osogbo,9,Erin-Ijesha Waterfalls (Olumirin),images/landmarks/osogbo-erin-ijesha-waterfalls.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Olumirin_Waterfalls_Erin_Ijesa_2.jpg
otaru,2,Otaru Music Box Museum & Steam Clock,images/landmarks/otaru-otaru-music-box-museum-steam-clock.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:The_Otaru_Steam_Clock_%E6%99%82%E8%A8%88_on_the_Marchen_Intersection_in_Otaru_Hokkaido_Japan_(3887460608).jpg
ottawa,6,"National War Memorial, Confederation Square",images/landmarks/ottawa-national-war-memorial.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Ottawa_War_Memorial_-_02.jpg
ouagadougou,0,Grande Mosquée de Ouagadougou,images/landmarks/ouagadougou-grande-mosquee.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Ouaga_grande_mosquee.jpg
padang,4,Pantai Air Manis & Malin Kundang Stone,images/landmarks/padang-pantai-air-manis-malin-kundang.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Gambar_Batu_Malin_Kundang_Pantai_Air_Manis.jpg
padang,6,Pantai Padang (Taplau),images/landmarks/padang-pantai-padang-taplau.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Pantai_Padang_(taplau)_-_01.jpg
pamplona,6,Casa Consistorial (City Hall),images/landmarks/pamplona-casa-consistorial.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Ayuntamiento_de_Pamplona._Fachada.jpg
panglao,2,Hinagdanan Cave,images/landmarks/panglao-hinagdanan-cave.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Snorkeling_in_Hinagdanan_Cave.jpg
paramaribo,9,Arya Dewaker Hindu Temple,images/landmarks/paramaribo-arya-dewaker-temple.webp,1200,1600,0.75,"https://commons.wikimedia.org/wiki/File:Paramaribo,_Arya_Dewaker_Hindu_Temple1.JPG"
pecs,9,Misina TV Tower,images/landmarks/pecs-misina-tv-tower.webp,1200,1600,0.75,"https://commons.wikimedia.org/wiki/File:Fernsehturm,_Misina,_2022_P%C3%A9cs.jpg"
perpignan,6,Casa Xanxo,images/landmarks/perpignan-casa-xanxo.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Perpignan-Casa_Xanxo-03.jpg
perpignan,8,Hôtel Pams,images/landmarks/perpignan-hotel-pams.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:H%C3%B4tel_Pams_facade.jpg
perugia,7,Basilica di San Pietro,images/landmarks/perugia-basilica-di-san-pietro.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Ingresso_basilica_San_Pietro_Perugia.jpg
perugia,9,Corso Vannucci,images/landmarks/perugia-corso-vannucci.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Corso_Vannucci_-_Perugia_(2004).jpg
