city,idx,name,current_img,current,current_ratio,tier,proposed_file,proposed,proposed_ratio,alternates
ibadan,3,Bower's Tower (Oke-Are),images/landmarks/ibadan-bowers-tower.webp,900x1600,0.562,good,"File:The hill road to Bower towers, Ibadan.jpg",4608x3072,1.5,"File:Bower towers complex, Ibadan.jpg | File:Bower towers complex, Ibadan2.jpg | File:Bower towers complex, Ibadan3.jpg"
hebron,1,Hebron Old City (UNESCO),images/landmarks/hebron-hebron-old-city.webp,900x1600,0.562,strong,File:PalFest 2010 al Khalil Hebron.jpg,5184x3456,1.5,"File:Hebron School child (7555040926).jpg | File:School Children in Hebron (7555041186).jpg | File:ISM Palestine, Palestinian boys attending a demonstration in Hebron.jpg"
izmir,9,Kültürpark,images/landmarks/izmir-kulturpark.webp,960x1707,0.562,strong,File:Aerial view of the Kültürpark of the town of Izmir 007.jpg,6400x4063,1.575,"File:Kültürpark, May 2019 (2).jpg | File:View of the Kültürpark park.jpg | File:Kültürpark, September 2021.jpg"
galle,1,Galle Fort Ramparts,images/landmarks/galle-fort-ramparts.webp,900x1600,0.562,strong,File:Sea and Ramparts - Fort District - Galle - Sri Lanka (14050149046).jpg,3648x2736,1.333,"File:Galle Fort ramparts (23304598811).jpg | File:Galle Fort, Sri Lanka.JPG | File:SL Galle Fort asv2020-01 img18.jpg"
kaohsiung,7,85 Sky Tower,images/landmarks/kaohsiung-85-sky-tower.webp,900x1600,0.562,strong,File:The Tungtex Sky Tower.jpg,7338x4863,1.509,File:Kaohsiung Tuntex Sky Tower 05.jpg | File:Kaohsiung Tuntex Sky Tower 21.jpg | File:Kaohsiung Tuntex Sky Tower 03.jpg
manaus,7,Museu da Amazônia (MUSA),images/landmarks/manaus-museu-da-amazonia-musa.webp,900x1600,0.562,strong,File:Visita ao Museu da Amazônia (MUSA) (54146153232).jpg,1920x1280,1.5,File:Visita ao Museu da Amazônia (MUSA) (54147292598).jpg | File:Visita ao Museu da Amazônia (MUSA) (54147332524).jpg | File:Visita ao Museu da Amazônia (MUSA) (54147000971).jpg
gdansk,5,Mariacka Street,images/landmarks/gdansk-mariacka-street.webp,900x1600,0.562,strong,File:02024 0127 Mariacka Street in Gdańsk.jpg,4836x3224,1.5,File:02024 0374 Mariacka Street in Gdańsk.jpg | File:02024 0373 Mariacka Street in Gdańsk.jpg | File:02024 0128 Mariacka Street in Gdańsk.jpg
macau,0,Ruins of St. Paul's,images/landmarks/macau-ruins-of-st-pauls.webp,900x1600,0.562,strong,File:Macau - Ruins of Saint Paul's (Ank Kumar) 01.jpg,4425x2950,1.5,File:Macau - Ruins of Saint Paul's (Ank Kumar) 02.jpg | File:Macau - Ruins of Saint Paul's (Ank Kumar) 03.jpg | File:Macau - Ruins of Saint Paul's (Ank Kumar) 04.jpg
jerez-de-la-frontera,5,Iglesia de San Miguel,images/landmarks/jerez-de-la-frontera-iglesia-de-san-miguel.webp,899x1600,0.562,strong,"File:Iglesia de San Miguel, Jerez de la Frontera, España, 2015-12-07, DD 105-107 HDR.JPG",8533x5591,1.526,"File:Iglesia de San Miguel, Jerez de la Frontera, España, 2015-12-07, DD 99-101 HDR.JPG | File:Iglesia Mayor Prioral, El Puerto de Santa María, España, 2015-12-08, DD 14.JPG | File:Iglesia de la Victoria, Jerez de la Frontera, España, 2015-12-07, DD 36-38 HDR.JPG"
mardin,6,Mor Behnam (Kırklar) Church,images/landmarks/mardin-mor-behnam-kirklar-church.webp,900x1600,0.562,good,"File:Mardin, Mar Behnam Kirche (altsyrisch-orthodox) (39732950014).jpg",2816x2112,1.333,File:EX21 - Mardin.jpg | File:Mardin Meryem Ana Kilisesi.jpg | File:Mardin Forty Martyrs Church in 2025 1087.jpg
manchester,4,Beetham Tower,images/landmarks/manchester-beetham-tower.webp,899x1600,0.562,strong,File:Beetham Tower on a sunny day.jpg,4075x3048,1.337,"File:Beetham Tower Manchester (5872382054).jpg | File:Beetham Tower from Bridgehall - panoramio.jpg | File:Beetham Tower from Limefield, Bury - panoramio.jpg"
mostar,8,Museum of Old Bridge and Tara Tower,images/landmarks/mostar-museum-of-old-bridge-and-tara-tower.webp,900x1600,0.562,good,File:01 - Mostar.jpg,6000x4000,1.5,File:02 - Mostar.jpg | File:03 - Mostar.jpg | File:Bosnia and Herzegovina-02212 - Neretva River (10480890195).jpg
monterrey,9,Paseo Santa Lucía,images/landmarks/monterrey-paseo-santa-lucia.webp,900x1600,0.562,strong,File:Paseo Santa Lucía.jpg,4128x3096,1.333,File:Paseo Santa Lucía with Torre Ciudadana.jpg | File:Paseo Santa Lucía - Santa Lucía Riverwalk.jpg | File:PASEO SANTA LUCIA MTY.jpg
osaka,3,Shitennoji Temple,images/landmarks/osaka-shitennoji-temple.webp,899x1600,0.562,strong,File:Shitennoji Osaka Tennoji-ku) hdsr S5 06.jpg,5328x4000,1.332,"File:Shitennoji Osaka Tennoji-ku) hdsr S5 07.jpg | File:1 Chome-11 Shitennōji, Tennōji-ku, Ōsaka-shi, Ōsaka-fu 543-0051, Japan - panoramio - jetsun (4).jpg | File:Shi Tennō-ji aperçu de la cour 9289.jpg"
nouakchott,7,Nouakchott Beach,images/landmarks/nouakchott-beach.webp,900x1600,0.562,strong,File:Nouakchott beach - fishing boat.jpg,1840x1232,1.494,File:Fish market in Nouakchott - Mauritania.jpg | File:Back from octopus fishing - Mauritania.jpg | File:LELOURIOT Diapo057 ret.jpg
nassau,1,Fort Fincastle,images/landmarks/nassau-fort-fincastle.webp,900x1600,0.562,strong,"File:Fort Fincastle, Nassau, Bahamas.jpg",5229x3514,1.488,File:Fort Fincastle.JPG | File:Fort Fincastle walls 1.JPG | File:Fort Fincastle walls 2.JPG
papeete,3,Point Venus Lighthouse,images/landmarks/papeete-point-venus-lighthouse.webp,900x1600,0.562,good,"File:Captain Cook's Memorial, Point Venus, by Clement Lindley Wragge.jpg",1496x936,1.598,
nice,5,"Russian Orthodox Cathedral, Nice",images/landmarks/nice-russian-orthodox-cathedral-nice.webp,900x1600,0.562,strong,File:Russian church nice france.JPG,3264x2448,1.333,File:Cathédrale Saint-Nicolas de Nice (3).jpg | File:Cathédrale Saint-Nicolas de Nice (1).jpg | File:Nice (06) Cathédrale orthodoxe russe Saint-Nicolas 899.jpg
petropolis,8,Cervejaria Bohemia,images/landmarks/petropolis-cervejaria-bohemia.webp,900x1600,0.562,strong,File:Cervejaria Bohemia 01.jpg,4128x2322,1.778,File:Cervejaria Bohemia 02.jpg | File:Cervejaria Bohemia 04.jpg | File:Cervejaria Bohemia 05.jpg
potosi,5,Iglesia de San Lorenzo de Carangas,images/landmarks/potosi-iglesia-san-lorenzo.webp,899x1600,0.562,good,File:San Lorenzo - Templo.JPG,4000x3000,1.333,File:Tmpl. San Lorenzo.JPG | File:Templo SAnLOrenzo.JPG | File:DESDE ARRIBA.JPG
puerto-plata,0,Teleférico de Puerto Plata,images/landmarks/plata-teleferico.webp,540x960,0.562,good,File:Доминиканская Республика - panoramio (81).jpg,4288x2848,1.506,File:Доминиканская Республика - panoramio (83).jpg | File:Dominican Republic (340231836).jpg
riga,3,St. Peter's Church,images/landmarks/riga-st-peters-church.webp,899x1600,0.562,good,File:Daugavgrīvas piejūra.jpg,5184x3456,1.5,File:2015 09 Engure (61).jpg | File:A crocodile and a lamb - panoramio.jpg | File:20060701-CRW 1678. LNO skvērs.jpg
rostock,4,Petrikirche (St Peter's Church),images/landmarks/rostock-petrikirche-st-peters-church.webp,899x1600,0.562,good,"File:Rostock, Universität, Hauptgebäude -- 2024 -- 5310.jpg",6093x4062,1.5,"File:Rostock, Ständehaus -- 2024 -- 5355.jpg | File:Rostock, Skulptur ""Menschen am Wasser"" -- 2024 -- 5420.jpg | File:Rostock, Skulptur ""Menschen am Wasser"" -- 2024 -- 5431.jpg"
puerto-plata,1,Pico Isabel de Torres and Christ the Redeemer,images/landmarks/plata-pico-isabel-cristo.webp,540x960,0.562,good,File:Caribbean Coral - panoramio.jpg,4752x3168,1.5,File:Damajagua Waterfall.jpg | File:CP25 U S Navy Band in The Dominican Republic (9197817).jpg | File:CP25 U S Navy Band in The Dominican Republic (9197819).jpg
sana-a,8,Wadi Dhahr Valley,images/landmarks/sanaa-wadi-dhahr-valley.webp,900x1600,0.562,strong,"File:Dar Al Hajar, Wadi Dhahr, Yemen (4325726246).jpg",3888x2592,1.5,"File:Dar Al Hajar, Wadi Dhahr, Yemen (4325716370).jpg | File:Dar Al Hajar, Wadi Dhahr, Yemen (4325704846).jpg | File:Dar al Hajar (دار الحجر), Wadi Dhahr - وادي ظهر (2286453431).jpg"
tabriz,8,Amir Nezam House (Qajar Museum),images/landmarks/tabriz-amir-nezam-house-qajar-museum.webp,900x1600,0.562,strong,File:Amir Nezam House (Qajar museum) 1.jpg,3104x1746,1.778,File:Amir Nezam House (Qajar museum) 3.jpg | File:Amir Nezam House (Qajar museum) 2.jpg | File:Amir Nezam House (Qajar museum) 4.jpg
shenzhen,0,Ping An Finance Centre (Free Sky Observatory),images/landmarks/shenzhen-ping-an-finance-centre.webp,900x1600,0.562,strong,File:Ping An Finance Centre Construction October 2015 Shenzhen China (22518949153).jpg,3264x2176,1.5,"File:PING AN FINANCE CENTER, SHENZHEN (12).jpg | File:PING AN FINANCE CENTER, SHENZHEN (14).jpg | File:PING AN FINANCE CENTER, SHENZHEN (16).jpg"
surakarta,3,Pasar Gede Hardjonagoro,images/landmarks/surakarta-pasar-gede-hardjonagoro.webp,720x1280,0.562,strong,"File:Een groep Indonesische militairen voor de ruine van de uitgebrande Pasar Gede, Bestanddeelnr 885.jpg",3774x2486,1.518,File:Pasar Gede 3.jpg | File:Pasar Gede 1.jpg | File:Pasar Gede 2.jpg
seville,3,Barrio Santa Cruz,images/landmarks/seville-barrio-santa-cruz.webp,900x1600,0.562,strong,"File:Barrio de Santa Cruz, Sevilla. Portal.jpg",4112x3088,1.332,"File:Patio en el Barrio de Santa Cruz, Sevilla.jpg | File:Currito de la Cruz.jpg | File:Metropol Parasol 2019 (3).jpg"
tashkent,3,Tashkent TV Tower,images/landmarks/tashkent-tashkent-tv-tower.webp,900x1600,0.562,strong,File:Tashkent TV Tower 192 Restaurant Space.jpg,2521x1816,1.388,File:Tashkent TV Tower 181.jpg | File:Tashkent TV Tower 178.jpg | File:Tashkent TV Tower 179.jpg
turpan,6,Grape Valley (Putao Gou),images/landmarks/turpan-grape-valley.webp,720x1280,0.562,good,File:Valley of Grapes fountain Turpan.jpg,4000x3000,1.333,File:Valley of Grapes Turpan - Apandi.jpg | File:Valley of Grapes Turpan (2).jpg | File:Valley of Grapes Turpan (1).jpg
valparaiso,1,Ascensor Concepción and the Historic Funiculars,images/landmarks/valparaiso-ascensor-concepcion-funiculars.webp,899x1600,0.562,strong,"File:Letrero Ascensor Concepción, Cerro Concepción, Valparaíso 20201102 151.jpg",5722x3815,1.5,"File:Ascensor Concepción, Cerro Concepción, Valparaíso 20201102 150.jpg | File:Ascensor Concepción, Valparaíso - ambos carros.JPG | File:Ascensor Concepción, Valparaíso - un ascensor.JPG"
vina-del-mar,5,Muelle Vergara,images/landmarks/vina-del-mar-muelle-vergara.webp,341x607,0.562,strong,"File:Muelle Vergara, Viña del Mar 20200121 22.jpg",6000x4000,1.5,"File:Muelle Vergara, Viña del Mar 20200121 25.jpg | File:Muelle Vergara, Viña del Mar 20230907 01.jpg | File:Muelle Vergara, Viña del Mar 20230907 03.jpg"
vancouver,8,Gastown Steam Clock,images/landmarks/vancouver-gastown-steam-clock.webp,900x1600,0.562,strong,File:Gastown Vancouver Steam Clock Water Street (30853451538).jpg,5894x3929,1.5,"File:Vancouver - Gastown Steam Clock 02.jpg | File:Gastown Steam Clock on Water St. (5946458216).jpg | File:Steam Clock @ Gastown, Vancouver.jpg"
santiago-de-queretaro,6,Museo de Arte de Querétaro,images/landmarks/santiago-de-queretaro-museo-de-arte-de-queretaro.webp,901x1600,0.563,strong,File:Museo de arte de queretaro.jpg,2992x2000,1.496,"File:Querétaro, ex convento San Agustín 1.JPG | File:Querétaro, ex convento san Agustín 2.JPG | File:Querétaro, ex convento San Agustín 3.JPG"
san-francisco,4,Lombard Street,images/landmarks/san-francisco-lombard-street.webp,596x1058,0.563,strong,File:Lombard Street (14044313580).jpg,5472x3648,1.5,File:Lombard Street (14230668014).jpg | File:Lombard Street (San Francisco) Photowalkabout March 23 2013-8685.jpg | File:Lombard Street (14867928736).jpg
guangzhou,9,Guangzhou International Finance Center,images/landmarks/guangzhou-international-finance-center.webp,709x1260,0.563,good,File:Guangzhou Two Towers 02-10-2018.jpg,5184x3456,1.5,"File:Guangzhou Opera House.png | File:China 2012 Guangzhou (8347577926).jpg | File:Zhujiang New Town Buildings, Guangzhou.jpg"
nimes,3,Tour Magne,images/landmarks/nimes-tour-magne.webp,903x1600,0.564,strong,File:281 Tour Magne NIM 1008.jpg,4992x3328,1.5,File:17 rue des Marchands in Nimes 05.jpg | File:17 rue des Marchands in Nimes 06.jpg | File:17 rue des Marchands in Nimes 07.jpg
tegucigalpa,2,Cristo del Picacho,images/landmarks/tegucigalpa-cristo-del-picacho.webp,903x1600,0.564,good,File:Ceremonial Plaza .jpg,3264x2448,1.333,
houmt-el-souk,0,Borj El Ghazi Mustapha (Borj El Kebir fortress),images/landmarks/houmt-el-souk-borj-el-ghazi-mustapha.webp,908x1600,0.568,strong,"File:Borj Ghazi Mustapha, 2018-2.jpg",4032x3024,1.333,"File:Borj Ghazi Mustapha, 2018-1.jpg | File:Borj Ghazi Mustapha, 2018-3.jpg | File:Borj Ghazi Mustapha, 2018-4.jpg"
annecy,7,Cathedrale Saint-Pierre,images/landmarks/annecy-cathedrale-saint-pierre.webp,912x1600,0.57,good,File:Quai de l'Ile n Annecy.jpg,5429x3643,1.49,File:Palais de l'Isle in Annecy 04.jpg | File:Palais de l'Isle in Annecy 03.jpg | File:Palais de l'Isle in Annecy 09.jpg
livingstone,8,Mukuni Village,images/landmarks/livingstone-mukuni-village.webp,919x1600,0.574,strong,"File:Mukuni Village, Zambia (14522247501).jpg",5760x3840,1.5,File:Nomadorphan.jpg
quito,1,La Compañía de Jesús,images/landmarks/quito-la-compania-de-jesus.webp,919x1600,0.574,strong,"File:Compañía de Jesús, Quito 03.jpg",5712x4284,1.333,"File:Compañía de Jesús, Quito 06.jpg | File:Compañía de Jesús, Quito 08.jpg | File:Compañía de Jesús, Quito 11.jpg"
munich,0,Marienplatz,images/landmarks/munich-marienplatz.webp,936x1600,0.585,strong,File:Munich - U-Bahn - Marienplatz - 2012 - IMG 7562.jpg,5184x3456,1.5,"File:Marienplatz Munich 1933.jpg | File:Marienplatz Neues Rathaus Munich 1933.jpg | File:Street life at Marienplatz, Munich - Images from Munich Project 49.jpg"
surat-thani,7,Khao Tha Phet Viewpoint,images/landmarks/surat-thani-khao-tha-phet-viewpoint.webp,941x1600,0.588,good,File:Pra that sri surat.jpg,5184x3456,1.5,File:Phra That Si Surat 2.jpg
aswan,1,Unfinished Obelisk,images/landmarks/aswan-unfinished-obelisk.webp,940x1600,0.588,strong,File:By ovedc - Unfinished obelisk in Aswan - 03.jpg,5312x2988,1.778,File:By ovedc - Unfinished obelisk in Aswan - 02.jpg | File:By ovedc - Unfinished obelisk in Aswan - 06.jpg | File:By ovedc - Unfinished obelisk in Aswan - 11.jpg
ho-chi-minh-city,4,Bitexco Financial Tower,images/landmarks/ho-chi-minh-city-bitexco-financial-tower.webp,942x1600,0.589,good,"File:Ben Thanh, Ciudad Ho Chi Minh, Vietnam, 2013-08-14, DD 05.JPG",5066x3377,1.5,"File:Faisán plateado (Lophura nycthemera), Zoo de Ciudad Ho Chi Minh, Vietnam, 2013-08-14, DD 01.JPG | File:Ayuntamiento, Ciudad Ho Chi Minh, Vietnam, 2013-08-14, DD 07.JPG | File:Ayuntamiento, Ciudad Ho Chi Minh, Vietnam, 2013-08-14, DD 01.JPG"
lalibela,9,Bete Merkorios,images/landmarks/lalibela-bete-merkorios.webp,947x1600,0.592,strong,"File:Lalibela, bete merkorios 01.jpg",5472x3648,1.5,"File:Lalibela, bete merkorios 13.jpg | File:Lalibela, bete merkorios 32.jpg | File:Lalibela, bete merkorios 34.jpg"
playa-del-carmen,2,Playa Mamitas,images/landmarks/playa-del-carmen-playa-mamitas.webp,955x1600,0.597,good,File:4 Italian Girls in Hawaii beach.jpg,4256x2832,1.503,File:Ali bikini.jpg | File:Asa Akira at AVN Adult Entertainment Expo 2009 (4).jpg | File:Ashley Fires and Ariel X at AVN Adult Entertainment Expo 2009 (2).jpg
ulm,3,Schiefes Haus (Crooked House),images/landmarks/ulm-schiefes-haus.webp,960x1600,0.6,strong,File:I09 269 »schiefes Haus«.jpg,4494x2996,1.5,File:Ulm Schiefes Haus 318.jpg | File:Ulm Schiefes Haus 317.jpg | File:Ulm - Schiefes Haus (49203800011).jpg
rouen,1,Gros-Horloge,images/landmarks/rouen-gros-horloge.webp,960x1600,0.6,strong,File:Gros-Horloge (30599909950).jpg,5520x3680,1.5,"File:Gros Horloge, Rouen (2).jpg | File:Arche Gros-Horloge, Rouen 140215 1.jpg | File:Overview of Rouen from Gros Horloge 140215 5.jpg"
yokohama,0,Yokohama Landmark Tower,images/landmarks/yokohama-landmark-tower.webp,909x1514,0.6,strong,"File:Upper part of Yokohama Landmark Tower - May 23, 2013.jpg",4431x2954,1.5,File:Yokohama Landmark Tower 20250429-1.jpg | File:Yokohama Landmark Tower 20250429-2.jpg | File:Yokohama Landmark Tower 20250429-4.jpg
phitsanulok,1,Wat Ratchaburana,images/landmarks/phitsanulok-wat-ratchaburana.webp,962x1600,0.601,strong,File:Chedi of Wat Ratchaburana 1.jpg,5184x3888,1.333,"File:Wat Ratchaburana Phitsanulok- Ho Trai Sao Klom หอไตรเสากลม วัดราชบูรณะ พิษณุโลก - img 02.jpg | File:Wat ratburana.jpg | File:March 2022 - Royal Stupa, Wat Ratcha Burana, Phitsanulok - พระเจดีย์หลวง วัดราชบูรณะ พิษณุโลก - img 02.jpg"
paris,0,Eiffel Tower,images/landmarks/paris-eiffel-tower.webp,961x1600,0.601,strong,File:Eiffel tower-Paris.jpg,3888x2592,1.5,File:Eiffel Tower 6 October 2009.jpg | File:Eiffel Tower (4116261786).jpg | File:Eiffel Tour at Night (3371533036).jpg
nelson,0,Christ Church Cathedral,images/landmarks/nelson-christ-church-cathedral.webp,965x1600,0.603,strong,"File:Christ Church Cathedral, Nelson 035.JPG",5472x3648,1.5,"File:Christ Church Cathedral - Nelson (4428124448).jpg | File:Christ Church Cathedral - Nelson (4428125018).jpg | File:Christ Church Cathedral, Nelson, South Island, New Zealand 06.jpg"
bristol,3,St Mary Redcliffe Church,images/landmarks/bristol-st-mary-redcliffe-church.webp,964x1600,0.603,strong,"File:St Mary Redcliffe, Bristol, UK.jpg",4608x3456,1.333,"File:St Mary Redcliffe 01.jpg | File:The Church of St Mary, Redcliffe, Bristol (3870379968).jpg | File:Main entrance to the church of St Mary Radcliffe in Bristol.jpg"
timbuktu,0,Djinguereber Mosque,images/landmarks/timbuktu-djinguereber-mosque.webp,965x1600,0.603,strong,"File:Djinguereber Mosque, Timbuktu.jpg",2796x1804,1.55,"File:Gezicht op en plattegrond van de Djinguereber-moskee te Timboektoe, RP-P-2018-3756.jpg | File:Djinguereber in Timbuktu.jpg | File:US Navy 100520-N-2221M-102 Uganda People's Defense Force (UPDF) soldiers, assisted by U.S. military and civilian personnel, meet with the Nkumba Quran Primary school headmistress Hadija Nantume and members of the school's manag.jpg"
gdansk,9,Oliwa Cathedral,images/landmarks/gdansk-oliwa-cathedral.webp,971x1600,0.607,strong,"File:Catedral de Oliwa, Gdansk, Polonia, 2013-05-21, DD 16.jpg",3929x2768,1.419,"File:64, Gdańsk-Oliwa, Katedra Oliwska 01.JPG | File:Katedra oliwska - detal wieży.JPG"
oxford,6,University Church of St Mary the Virgin,images/landmarks/oxford-university-church-st-mary.webp,971x1600,0.607,good,File:Broadwell Village Cross SS Peter and Paul Church West Oxfordshire England 03.jpg,6240x4160,1.5,File:Christ Church Meadow Dawn.jpg | File:Broadwell Village Cross SS Peter and Paul Church West Oxfordshire England 01.jpg | File:Broadwell Steeple&Roof.JPG
san-marino,9,Porta San Francesco,images/landmarks/san-marino-porta-san-francesco.webp,972x1600,0.608,strong,"File:San marino, citta di sm, porta san francesco, lato interno.jpg",6120x4480,1.366,File:Porta San Francesco din San Marino1.jpg | File:Porta San Francesco din San Marino3.jpg | File:RSM-San Marino145.jpg
tabriz,0,Tabriz Grand Bazaar,images/landmarks/tabriz-tabriz-grand-bazaar.webp,973x1600,0.608,strong,File:Bazaar Tabriz.jpg,3092x2061,1.5,"File:Bazaar, Tabriz (14475234765).jpg | File:1244.Bazaar.Tabriz (1470550699).jpg | File:1258.Bazaar.Tabriz (1470552741).jpg"
hobart,9,St David's Cathedral,images/landmarks/hobart-st-david-s-cathedral.webp,977x1600,0.611,strong,File:DSC00011 St David's 2022.jpg,8660x5784,1.497,"File:World War I Roll of Honour at St David's Cathedral, Hobart July 2017.jpg | File:Paris B-A - 51511043469 St David's 2021.jpg | File:St David's Church, Hobart, Tasmania, 1826, Thomas Scott.jpg"
